Project,HoleID,SampleID,Paired_SampleID,General_control,Control_type,Au_Element,Au_unit,Au_DL,Au_EV,Au_SD,Au_or_ppm,Au_dp_ppm,Ag_Element,Ag_unit,Ag_DL,Ag_EV,Ag_SD,Lab,Batchname,Date
Celeste,NB-94-01A,Q321039,Q321039DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.008,Ag,ppm,0.5,,,ALS,YW13172570,2023-10-13
Celeste,TSO20-064,A0655745,A0655745DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20047212,2023-10-14
Celeste,TWL16-036,S841733,S841733DUP,Duplicate,PD,Au,ppm,0.005,,,0.007,0.0025,Ag,ppm,0.5,,,ALS,YW16194918,2023-10-15
Celeste,GTCM21-003,C255149,C255149DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21034465,2023-10-16
Celeste,TSO17-026,V890678,V890678DUP,Duplicate,PD,Au,ppm,0.005,,,0.026,0.052,Ag,ppm,0.5,,,ALS,YW17070767,2023-10-17
Celeste,GTCM21-005,C255233,C255233DUP,Duplicate,PD,Au,ppm,0.005,,,10.55,10.1,Ag,ppm,0.5,,,ALS,YW21040336,2023-10-18
Celeste,GTCR20-089,H0008227,H0008227DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20187974,2023-10-19
Celeste,GTCR20-093,B0232092,B0232092DUP,Duplicate,PD,Au,ppm,0.005,,,0.271,0.249,Ag,ppm,0.5,,,ALS,YW20221277,2023-10-20
Celeste,GTCM23-050,E850618,E850618DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW23082726,2023-10-21
Celeste,TCG20-064,B0236552,B0236552DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20073282,2023-10-22
Celeste,GTWL22-012,A021551,A021551DUP,Duplicate,PD,Au,ppm,0.005,,,0.031,0.035,Ag,ppm,0.5,,,ALS,YW22113002,2023-10-23
Celeste,TSO20-083,B0235729,B0235729DUP,Duplicate,PD,Au,ppm,0.005,,,1.155,1.015,Ag,ppm,0.5,,,ALS,YW20071738,2023-10-24
Celeste,TNB14-013,R115985,R115985DUP,Duplicate,PD,Au,ppm,0.005,,,0.05,0.052,Ag,ppm,0.5,,,ALS,YW14113732,2023-10-25
Celeste,TSO20-081,A0655197,A0655197DUP,Duplicate,PD,Au,ppm,0.005,,,0.153,0.113,Ag,ppm,0.5,,,ALS,YW20062070,2023-10-26
Celeste,TWL16-030,S841159,S841159DUP,Duplicate,PD,Au,ppm,0.005,,,0.176,0.151,Ag,ppm,0.5,,,ALS,YW16178735,2023-10-27
Celeste,TSO17-027A,V892314,V892314DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17056825,2023-10-28
Celeste,TCG20-065,B0237042,B0237042DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20082459,2023-10-29
Celeste,TSO20-054,H0007604,H0007604DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20033295,2023-10-30
Celeste,TSO18-032,W876339,W876339DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.006,Ag,ppm,0.5,,,ALS,YW18020130,2023-10-31
Celeste,GTCM23-047,E858873,E858873DUP,Duplicate,PD,Au,ppm,0.005,,,0.009,0.016,Ag,ppm,0.5,,,ALS,YW23075937,2023-11-01
Celeste,GTWL22-017,A020558,A020558DUP,Duplicate,PD,Au,ppm,0.005,,,0.056,0.065,Ag,ppm,0.5,,,ALS,YW22175435,2023-11-02
Celeste,NB-17,V891524,V891524DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW19034472,2023-11-03
Celeste,GTCM22-030,C122612,C122612DUP,Duplicate,PD,Au,ppm,0.005,,,0.03,0.038,Ag,ppm,0.5,,,ALS,YW22040530,2023-11-04
Celeste,TWL16-023,V156105,V156105DUP,Duplicate,PD,Au,ppm,0.005,,,0.207,0.204,Ag,ppm,0.5,,,ALS,YW16153025,2023-11-05
Celeste,TSO20-073,A0653797,A0653797DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20062070,2023-11-06
Celeste,TSO17-028,V892821,V892821DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17062588,2023-11-07
Celeste,TSO17-022A,V892099,V892099DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17053350,2023-11-08
Celeste,TSO20-075,A0654919,A0654919DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20057668,2023-11-09
Celeste,TSO17-029,V738212,V738212DUP,Duplicate,PD,Au,ppm,0.005,,,0.007,0.008,Ag,ppm,0.5,,,ALS,YW17067851,2023-11-10
Celeste,GTWL22-015,A023264,A023264DUP,Duplicate,PD,Au,ppm,0.005,,,0.025,0.029,Ag,ppm,0.5,,,ALS,YW22139789,2023-11-11
Celeste,GTWL22-016,A021872,A021872DUP,Duplicate,PD,Au,ppm,0.005,,,0.026,0.025,Ag,ppm,0.5,,,ALS,YW22176908,2023-11-12
Celeste,TSO18-033,W876737,W876737DUP,Duplicate,PD,Au,ppm,0.005,,,0.054,0.075,Ag,ppm,0.5,,,ALS,YW18026156,2023-11-13
Celeste,TSO20-058,C0008084,C0008084DUP,Duplicate,PD,Au,ppm,0.005,,,1.135,1.125,Ag,ppm,0.5,,,ALS,YW20028608,2023-11-14
Celeste,TSO17-019,V413074,V413074DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17046535,2023-11-15
Celeste,TWL18-053,D0007251,D0007251DUP,Duplicate,PD,Au,ppm,0.005,,,0.04,0.027,Ag,ppm,0.5,,,ALS,YW18052392,2023-11-16
Celeste,GTCM22-031,E857059,E857059DUP,Duplicate,PD,Au,ppm,0.005,,,0.007,0.008,Ag,ppm,0.5,,,ALS,YW22066840,2023-11-17
Celeste,GTWL22-011,A022898,A022898DUP,Duplicate,PD,Au,ppm,0.005,,,0.073,0.074,Ag,ppm,0.5,,,ALS,YW22086901,2023-11-18
Celeste,TWL17-037,V159549,V159549DUP,Duplicate,PD,Au,ppm,0.005,,,0.019,0.015,Ag,ppm,0.5,,,ALS,YW17027991,2023-11-19
Celeste,GTCR20-098,C256946,C256946DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20248844,2023-11-20
Celeste,TSO17-031,V738919,V738919DUP,Duplicate,PD,Au,ppm,0.005,,,0.013,0.02,Ag,ppm,0.5,,,ALS,YW17075504,2023-11-21
Celeste,TSO18-035,C0005764,C0005764DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.006,Ag,ppm,0.5,,,ALS,YW18035542,2023-11-22
Celeste,TSO20-061,A0654199,A0654199DUP,Duplicate,PD,Au,ppm,0.005,,,0.195,0.122,Ag,ppm,0.5,,,ALS,YW20041487,2023-11-23
Celeste,TCG19-060,H0009113,H0009113DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW19193369,2023-11-24
Celeste,GTCM21-007,C256188,C256188DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21055361,2023-11-25
Celeste,GTCM21-019,X413875,X413875DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21216296,2023-11-26
Celeste,NB-95-15,Q321202,Q321202DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW13181080,2023-11-27
Celeste,TWL16-028,S840801,S840801DUP,Duplicate,PD,Au,ppm,0.005,,,0.036,0.025,Ag,ppm,0.5,,,ALS,YW16177198,2023-11-28
Celeste,TSO17-021,V888681,V888681DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17075504,2023-11-29
Celeste,TWL16-027,S840232,S840232DUP,Duplicate,PD,Au,ppm,0.005,,,0.012,0.011,Ag,ppm,0.5,,,ALS,YW16164407,2023-11-30
Celeste,TSO20-063,A0653088,A0653088DUP,Duplicate,PD,Au,ppm,0.005,,,0.024,0.031,Ag,ppm,0.5,,,ALS,YW20043377,2023-12-01
Celeste,GTCM22-040,E857444,E857444DUP,Duplicate,PD,Au,ppm,0.005,,,0.065,0.069,Ag,ppm,0.5,,,ALS,YW22088073,2023-12-02
Celeste,GTWL22-014,A024982,A024982DUP,Duplicate,PD,Au,ppm,0.005,,,0.232,0.161,Ag,ppm,0.5,,,ALS,YW22120357,2023-12-03
Celeste,TSO18-041,W878736,W878736DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW18050482,2023-12-04
Celeste,TSO18-038,W877908,W877908DUP,Duplicate,PD,Au,ppm,0.005,,,0.013,0.071,Ag,ppm,0.5,,,ALS,YW18045723,2023-12-05
Celeste,GTCM23-051,E850706,E850706DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW23089531,2023-12-06
Celeste,TSO18-039,C0006348,C0006348DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW18042828,2023-12-07
Celeste,TSO17-025,V890403,V890403DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17066023,2023-12-08
Celeste,GTWL22-017,A020569,A020569DUP,Duplicate,PD,Au,ppm,0.005,,,0.146,0.156,Ag,ppm,0.5,,,ALS,YW22175435,2023-12-09
Celeste,TSO20-053,C0007772,C0007772DUP,Duplicate,PD,Au,ppm,0.005,,,0.148,0.097,Ag,ppm,0.5,,,ALS,YW20025461,2023-12-10
Celeste,TWL16-035,V158318,V158318DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW16192153,2023-12-11
Celeste,TSO17-030,V738541,V738541DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.005,Ag,ppm,0.5,,,ALS,YW17072768,2023-12-12
Celeste,TWL17-039,V160831,V160831DUP,Duplicate,PD,Au,ppm,0.005,,,0.006,0.005,Ag,ppm,0.5,,,ALS,YW17031338,2023-12-13
Celeste,TBL17-003,V893707,V893707DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17069778,2023-12-14
Celeste,GTCM23-043,E858686,E858686DUP,Duplicate,PD,Au,ppm,0.005,,,0.006,0.0025,Ag,ppm,0.5,,,ALS,YW23038748,2023-12-15
Celeste,NB-96-13,Q321567,Q321567DUP,Duplicate,PD,Au,ppm,0.005,,,22.7,22.0,Ag,ppm,0.5,,,ALS,YW13199057,2023-12-16
Celeste,TSO18-040,W878234,W878234DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW18046765,2023-12-17
Celeste,TSO17-028,V892833,V892833DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.007,Ag,ppm,0.5,,,ALS,YW17064285,2023-12-18
Celeste,TBY15-002,R433660,R433660DUP,Duplicate,PD,Au,ppm,0.005,,,0.053,0.038,Ag,ppm,0.5,,,ALS,YW15121578,2023-12-19
Celeste,NB-96-24,Q634235,Q634235DUP,Duplicate,PD,Au,ppm,0.005,,,0.12,0.095,Ag,ppm,0.5,,,ALS,YW13165844,2023-12-20
Celeste,NB-16,W567379,W567379DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.025,Ag,ppm,0.5,,,ALS,YW19037553,2023-12-21
Celeste,GTWL22-007,A025333,A025333DUP,Duplicate,PD,Au,ppm,0.005,,,0.047,0.046,Ag,ppm,0.5,,,ALS,YW22070277,2023-12-22
Celeste,TCR19-087,H0009871,H0009871DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW19219658,2023-12-23
Celeste,GTCM23-055,E851024,E851024DUP,Duplicate,PD,Au,ppm,0.005,,,0.352,0.365,Ag,ppm,0.5,,,ALS,YW23163615,2023-12-24
Celeste,TSO20-083,B0235745,B0235745DUP,Duplicate,PD,Au,ppm,0.005,,,5.82,5.79,Ag,ppm,0.5,,,ALS,YW20071738,2023-12-25
Celeste,TSO20-084,B0235379,B0235379DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20068116,2023-12-26
Celeste,TWL16-033,S892268,S892268DUP,Duplicate,PD,Au,ppm,0.005,,,0.009,0.01,Ag,ppm,0.5,,,ALS,YW16157974,2023-12-27
Celeste,GTWL22-014,A024989,A024989DUP,Duplicate,PD,Au,ppm,0.005,,,0.022,0.025,Ag,ppm,0.5,,,ALS,YW22120357,2023-12-28
Celeste,TSO20-076,A0656439,A0656439DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20071738,2023-12-29
Celeste,TWL17-047,V411775,V411775DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17051714,2023-12-30
Celeste,TSO20-054,H0007624,H0007624DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20033295,2023-12-31
Celeste,TCG19-061,E0007315,E0007315DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW19199954,2024-01-01
Celeste,TWL17-038,V159827,V159827DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.007,Ag,ppm,0.5,,,ALS,YW17031338,2024-01-02
Celeste,GTCM21-002,B0233884,B0233884DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW21029935,2024-01-03
Celeste,TWL16-032,S892086,S892086DUP,Duplicate,PD,Au,ppm,0.005,,,0.525,0.532,Ag,ppm,0.5,,,ALS,YW16157750,2024-01-04
Celeste,GTCM21-021,X641221,X641221DUP,Duplicate,PD,Au,ppm,0.005,,,0.013,0.009,Ag,ppm,0.5,,,ALS,YW21238274,2024-01-05
Celeste,TSO20-057,A0652834,A0652834DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20037260,2024-01-06
Celeste,GTCM21-013,C256338,C256338DUP,Duplicate,PD,Au,ppm,0.005,,,0.006,0.015,Ag,ppm,0.5,,,ALS,YW21110900,2024-01-07
Celeste,GTCM23-047,E858893,E858893DUP,Duplicate,PD,Au,ppm,0.005,,,0.01,0.013,Ag,ppm,0.5,,,ALS,YW23075937,2024-01-08
Celeste,TSO18-037,C0006076,C0006076DUP,Duplicate,PD,Au,ppm,0.005,,,0.006,0.005,Ag,ppm,0.5,,,ALS,YW18037303,2024-01-09
Celeste,TSO17-027A,V892334,V892334DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17056825,2024-01-10
Celeste,TSO17-024,V890124,V890124DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17062588,2024-01-11
Celeste,GTCM21-009,C255559,C255559DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21065094,2024-01-12
Celeste,TSO18-042,C0006543,C0006543DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.005,Ag,ppm,0.5,,,ALS,YW18056314,2024-01-13
Celeste,GTCM22-030,C122632,C122632DUP,Duplicate,PD,Au,ppm,0.005,,,0.057,0.057,Ag,ppm,0.5,,,ALS,YW22040530,2024-01-14
Celeste,NB-96-04-W2,R114965,R114965DUP,Duplicate,PD,Au,ppm,0.005,,,4.7,4.88,Ag,ppm,0.5,,,ALS,YW14107589,2024-01-15
Celeste,TCG20-064,B0236572,B0236572DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20073282,2024-01-16
Celeste,NB-94-03,Q321524,Q321524DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW13196235,2024-01-17
Celeste,TSO20-085,B0236369,B0236369DUP,Duplicate,PD,Au,ppm,0.005,,,0.016,0.016,Ag,ppm,0.5,,,ALS,YW20075019,2024-01-18
Celeste,NB-96-26,Q321655,Q321655DUP,Duplicate,PD,Au,ppm,0.005,,,0.05,0.092,Ag,ppm,0.5,,,ALS,YW13199057,2024-01-19
Celeste,GTCM22-039,E857337,E857337DUP,Duplicate,PD,Au,ppm,0.005,,,4.14,4.46,Ag,ppm,0.5,,,ALS,YW22125087,2024-01-20
Celeste,GTCM21-009,C255561,C255561DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21065096,2024-01-21
Celeste,GTCM21-008,C255411,C255411DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21065100,2024-01-22
Celeste,GTCM23-046,E857989,E857989DUP,Duplicate,PD,Au,ppm,0.005,,,0.009,0.015,Ag,ppm,0.5,,,ALS,YW23074720,2024-01-23
Celeste,GTWL22-008,A025255,A025255DUP,Duplicate,PD,Au,ppm,0.005,,,0.019,0.022,Ag,ppm,0.5,,,ALS,YW22077332,2024-01-24
Celeste,TJL17-001,V893962,V893962DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17070766,2024-01-25
Celeste,TWL16-030,S841179,S841179DUP,Duplicate,PD,Au,ppm,0.005,,,0.021,0.023,Ag,ppm,0.5,,,ALS,YW16178735,2024-01-26
Celeste,NB-93-20,S519439,S519439DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW16140757,2024-01-27
Celeste,GTWL22-013,A024761,A024761DUP,Duplicate,PD,Au,ppm,0.005,,,0.013,0.011,Ag,ppm,0.5,,,ALS,YW22135670,2024-01-28
Celeste,GTCR20-097,B0232614,B0232614DUP,Duplicate,PD,Au,ppm,0.005,,,0.014,0.022,Ag,ppm,0.5,,,ALS,YW20246106,2024-01-29
Celeste,GTCM21-026,C122056,C122056DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21356494,2024-01-30
Celeste,NB-96-13,Q321577,Q321577DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW13199057,2024-01-31
Celeste,NB-93-17,V888649,V888649DUP,Duplicate,PD,Au,ppm,0.005,,,0.006,0.005,Ag,ppm,0.5,,,ALS,YW17087386,2024-02-01
Celeste,TSO20-061,A0654219,A0654219DUP,Duplicate,PD,Au,ppm,0.005,,,0.024,0.013,Ag,ppm,0.5,,,ALS,YW20041487,2024-02-02
Celeste,TSO20-075,A0654939,A0654939DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20057668,2024-02-03
Celeste,TSO20-073,A0653817,A0653817DUP,Duplicate,PD,Au,ppm,0.005,,,0.012,0.0025,Ag,ppm,0.5,,,ALS,YW20062070,2024-02-04
Celeste,TWL16-025,S890873,S890873DUP,Duplicate,PD,Au,ppm,0.005,,,0.048,0.047,Ag,ppm,0.5,,,ALS,YW16168580,2024-02-05
Celeste,GTCM22-039,E857342,E857342DUP,Duplicate,PD,Au,ppm,0.005,,,3.44,3.15,Ag,ppm,0.5,,,ALS,YW22125087,2024-02-06
Celeste,TCG19-060,H0009133,H0009133DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW19193369,2024-02-07
Celeste,TCR19-081,H0009363,H0009363DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW19203623,2024-02-08
Celeste,GTCR20-098,C256953,C256953DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20248844,2024-02-09
Celeste,GTWL22-015,A023284,A023284DUP,Duplicate,PD,Au,ppm,0.005,,,0.041,0.083,Ag,ppm,0.5,,,ALS,YW22139789,2024-02-10
Celeste,TSO20-066,A0653304,A0653304DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20049423,2024-02-11
Celeste,TSO20-058,C0008104,C0008104DUP,Duplicate,PD,Au,ppm,0.005,,,0.081,0.086,Ag,ppm,0.5,,,ALS,YW20028608,2024-02-12
Celeste,GTWL22-012,A021571,A021571DUP,Duplicate,PD,Au,ppm,0.005,,,0.018,0.02,Ag,ppm,0.5,,,ALS,YW22113002,2024-02-13
Celeste,TWL18-053,D0007271,D0007271DUP,Duplicate,PD,Au,ppm,0.005,,,0.009,0.008,Ag,ppm,0.5,,,ALS,YW18052392,2024-02-14
Celeste,TSO17-029,V738232,V738232DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17067851,2024-02-15
Celeste,GTCM22-040,E857464,E857464DUP,Duplicate,PD,Au,ppm,0.005,,,0.024,0.024,Ag,ppm,0.5,,,ALS,YW22088073,2024-02-16
Celeste,TWL17-045,V412572,V412572DUP,Duplicate,PD,Au,ppm,0.005,,,0.025,0.021,Ag,ppm,0.5,,,ALS,YW17050001,2024-02-17
Celeste,GTCM23-049,E858968,E858968DUP,Duplicate,PD,Au,ppm,0.005,,,0.045,0.04,Ag,ppm,0.5,,,ALS,YW23079372,2024-02-18
Celeste,TCR15-030,R433417,R433417DUP,Duplicate,PD,Au,ppm,0.005,,,0.78,0.694,Ag,ppm,0.5,,,ALS,YW15046010,2024-02-19
Celeste,TSO20-082,A0655478,A0655478DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20066498,2024-02-20
Celeste,TSO17-023,V413843,V413843DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17056825,2024-02-21
Celeste,TSO17-017,V888794,V888794DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW17072724,2024-02-22
Celeste,TSO20-074,A0656276,A0656276DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20057668,2024-02-23
Celeste,TSO18-034,W877131,W877131DUP,Duplicate,PD,Au,ppm,0.005,,,0.012,0.045,Ag,ppm,0.5,,,ALS,YW18029911,2024-02-24
Celeste,GTWL22-017,A020589,A020589DUP,Duplicate,PD,Au,ppm,0.005,,,0.059,0.057,Ag,ppm,0.5,,,ALS,YW22175435,2024-02-25
Celeste,TCR19-084,E0007498,E0007498DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW19209841,2024-02-26
Celeste,TSO20-053,C0007792,C0007792DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20025461,2024-02-27
Celeste,TWL16-022,S889807,S889807DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW16146297,2024-02-28
Celeste,TCR19-085,E0007683,E0007683DUP,Duplicate,PD,Au,ppm,0.005,,,0.007,0.008,Ag,ppm,0.5,,,ALS,YW19214244,2024-02-29
Celeste,TWL16-035,V158338,V158338DUP,Duplicate,PD,Au,ppm,0.005,,,0.025,0.031,Ag,ppm,0.5,,,ALS,YW16192153,2024-03-01
Celeste,GTWL22-016,A021892,A021892DUP,Duplicate,PD,Au,ppm,0.005,,,0.035,0.032,Ag,ppm,0.5,,,ALS,YW22176908,2024-03-02
Celeste,TSO20-064,A0655779,A0655779DUP,Duplicate,PD,Au,ppm,0.005,,,0.013,0.02,Ag,ppm,0.5,,,ALS,YW20047212,2024-03-03
Celeste,NB-96-26,Q321663,Q321663DUP,Duplicate,PD,Au,ppm,0.005,,,0.13,0.097,Ag,ppm,0.5,,,ALS,YW13213090,2024-03-04
Celeste,GTCM21-012,C257855,C257855DUP,Duplicate,PD,Au,ppm,0.005,,,0.011,0.01,Ag,ppm,0.5,,,ALS,YW21096446,2024-03-05
Celeste,NB-96-03,Q321124,Q321124DUP,Duplicate,PD,Au,ppm,0.005,,,0.02,0.016,Ag,ppm,0.5,,,ALS,YW13181080,2024-03-06
Celeste,NB-95-16-W3,R115806,R115806DUP,Duplicate,PD,Au,ppm,0.005,,,0.14,0.122,Ag,ppm,0.5,,,ALS,YW14103237,2024-03-07
Celeste,TSO20-062,A0655519,A0655519DUP,Duplicate,PD,Au,ppm,0.005,,,0.664,0.631,Ag,ppm,0.5,,,ALS,YW20045171,2024-03-08
Celeste,GTWL22-011,A022918,A022918DUP,Duplicate,PD,Au,ppm,0.005,,,0.049,0.04,Ag,ppm,0.5,,,ALS,YW22086901,2024-03-09
Celeste,NB-96-24,Q634255,Q634255DUP,Duplicate,PD,Au,ppm,0.005,,,0.03,0.02,Ag,ppm,0.5,,,ALS,YW13165844,2024-03-10
Celeste,TSO20-076,A0656458,A0656458DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW20073354,2024-03-11
Celeste,TCR15-029,R433219,R433219DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW15043530,2024-03-12
Celeste,NB-96-02,Q321084,Q321084DUP,Duplicate,PD,Au,ppm,0.005,,,0.15,0.123,Ag,ppm,0.5,,,ALS,YW13181080,2024-03-13
Celeste,TSO18-041,W878756,W878756DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW18050482,2024-03-14
Celeste,NB-94-05,Q321391,Q321391DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.0025,Ag,ppm,0.5,,,ALS,YW13192264,2024-03-15
Celeste,TWL17-041,V160186,V160186DUP,Duplicate,PD,Au,ppm,0.005,,,0.263,0.305,Ag,ppm,0.5,,,ALS,YW17039051,2024-03-16
Celeste,TCR18-076,E0006084,E0006084DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.006,Ag,ppm,0.5,,,ALS,YW18054246,2024-03-17
Celeste,TNB14-002,N841676,N841676DUP,Duplicate,PD,Au,ppm,0.005,,,0.005,0.006,Ag,ppm,0.5,,,ALS,YW14053681,2024-03-18
Celeste,GTCM21-011,C257571,C257571DUP,Duplicate,PD,Au,ppm,0.005,,,0.0025,0.0025,Ag,ppm,0.5,,,ALS,YW21088392,2024-03-19
Celeste,TSO17-017,V411546,V411546DUP,Duplicate,PD,Au,ppm,0.005,,,0.006,0.01,Ag,ppm,0.5,,,ALS,YW17043188,2024-03-20
Celeste,TSO20-083,B0235763,B0235763DUP,Duplicate,PD,Au,ppm,0.005,,,4.49,5.37,Ag,ppm,0.5,,,ALS,YW20071738,2024-03-21
